Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,727631,-,-,-,39.05,-95.66,-6,272,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Solar Zenith Angle,Surface Albedo,Temperature
2015,1,1,0,0,0,0,0,0,0,0,163.04,0.14339999854564667,-7
2015,1,1,0,30,0,0,0,0,0,0,163.94,0.14339999854564667,-7
2015,1,1,1,0,0,0,0,0,0,0,162.41,0.14339999854564667,-7
2015,1,1,1,30,0,0,0,0,0,0,158.97,0.14339999854564667,-7
2015,1,1,2,0,0,0,0,0,0,0,154.39000000000001,0.14339999854564667,-7
2015,1,1,2,30,0,0,0,0,0,0,149.20000000000002,0.14339999854564667,-7
2015,1,1,3,0,0,0,0,0,0,0,143.68,0.14339999854564667,-8
2015,1,1,3,30,0,0,0,0,0,0,137.97,0.14339999854564667,-8
2015,1,1,4,0,0,0,0,0,0,0,132.18,0.14339999854564667,-8
2015,1,1,4,30,0,0,0,0,0,0,126.36,0.14339999854564667,-8
2015,1,1,5,0,0,0,0,0,0,0,120.55,0.14339999854564667,-8
2015,1,1,5,30,0,0,0,0,0,0,114.79,0.14339999854564667,-8
2015,1,1,6,0,0,0,0,0,0,0,109.10000000000001,0.14339999854564667,-8
2015,1,1,6,30,0,0,0,0,0,0,103.53,0.14339999854564667,-8
2015,1,1,7,0,0,0,0,0,0,0,98.09,0.14339999854564667,-8
2015,1,1,7,30,0,0,0,0,0,0,92.83,0.14339999854564667,-7
2015,1,1,8,0,19,0,19,16,217,25,87.78,0.14339999854564667,-7
2015,1,1,8,30,39,276,73,36,469,93,83.0,0.14339999854564667,-6
2015,1,1,9,0,66,314,128,49,617,172,78.54,0.14339999854564667,-5
2015,1,1,9,30,98,284,174,59,709,249,74.46000000000001,0.14339999854564667,-4
2015,1,1,10,0,108,421,246,66,771,319,70.83,0.14339999854564667,-3
2015,1,1,10,30,124,462,299,71,813,379,67.72,0.14339999854564667,-2
2015,1,1,11,0,137,484,340,74,841,427,65.22,0.14339999854564667,-1
2015,1,1,11,30,77,859,462,77,859,462,63.410000000000004,0.14339999854564667,0
2015,1,1,12,0,173,413,365,77,871,482,62.33,0.14339999854564667,0
2015,1,1,12,30,173,424,372,78,874,488,62.03,0.14339999854564667,0
2015,1,1,13,0,179,374,352,76,872,479,62.53,0.14339999854564667,1
2015,1,1,13,30,153,457,355,74,859,454,63.79,0.14339999854564667,1
2015,1,1,14,0,141,446,324,70,843,416,65.78,0.14339999854564667,1
2015,1,1,14,30,137,347,265,66,810,364,68.44,0.14339999854564667,1
2015,1,1,15,0,126,215,193,60,767,302,71.68,0.14339999854564667,1
2015,1,1,15,30,93,19,98,54,699,230,75.43,0.14339999854564667,0
2015,1,1,16,0,68,90,84,44,598,152,79.61,0.14339999854564667,0
2015,1,1,16,30,36,53,41,30,434,74,84.16,0.14339999854564667,0
2015,1,1,17,0,0,0,0,0,0,0,89.01,0.14339999854564667,-1
2015,1,1,17,30,0,0,0,0,0,0,94.12,0.14339999854564667,-1
2015,1,1,18,0,0,0,0,0,0,0,99.42,0.14339999854564667,-1
2015,1,1,18,30,0,0,0,0,0,0,104.9,0.14339999854564667,-1
2015,1,1,19,0,0,0,0,0,0,0,110.51,0.14339999854564667,-2
2015,1,1,19,30,0,0,0,0,0,0,116.21000000000001,0.14339999854564667,-2
2015,1,1,20,0,0,0,0,0,0,0,121.99000000000001,0.14339999854564667,-2
2015,1,1,20,30,0,0,0,0,0,0,127.8,0.14339999854564667,-2
2015,1,1,21,0,0,0,0,0,0,0,133.62,0.14339999854564667,-3
2015,1,1,21,30,0,0,0,0,0,0,139.39000000000001,0.14339999854564667,-3
2015,1,1,22,0,0,0,0,0,0,0,145.06,0.14339999854564667,-3
2015,1,1,22,30,0,0,0,0,0,0,150.51,0.14339999854564667,-3
2015,1,1,23,0,0,0,0,0,0,0,155.57,0.14339999854564667,-4
2015,1,1,23,30,0,0,0,0,0,0,159.91,0.14339999854564667,-4
2015,1,2,0,0,0,0,0,0,0,0,162.93,0.14339999854564667,-5
2015,1,2,0,30,0,0,0,0,0,0,163.86,0.14339999854564667,-5
2015,1,2,1,0,0,0,0,0,0,0,162.37,0.14339999854564667,-5
2015,1,2,1,30,0,0,0,0,0,0,158.96,0.14339999854564667,-5
2015,1,2,2,0,0,0,0,0,0,0,154.41,0.14339999854564667,-5
2015,1,2,2,30,0,0,0,0,0,0,149.23,0.14339999854564667,-5
2015,1,2,3,0,0,0,0,0,0,0,143.72,0.14339999854564667,-5
2015,1,2,3,30,0,0,0,0,0,0,138.02,0.14339999854564667,-4
2015,1,2,4,0,0,0,0,0,0,0,132.23,0.14339999854564667,-4
2015,1,2,4,30,0,0,0,0,0,0,126.41,0.14339999854564667,-4
2015,1,2,5,0,0,0,0,0,0,0,120.60000000000001,0.14339999854564667,-4
2015,1,2,5,30,0,0,0,0,0,0,114.83,0.14339999854564667,-4
2015,1,2,6,0,0,0,0,0,0,0,109.14,0.14339999854564667,-4
2015,1,2,6,30,0,0,0,0,0,0,103.56,0.14339999854564667,-3
2015,1,2,7,0,0,0,0,0,0,0,98.12,0.14339999854564667,-3
2015,1,2,7,30,0,0,0,0,0,0,92.85000000000001,0.14339999854564667,-2
2015,1,2,8,0,10,0,10,16,217,25,87.8,0.14339999854564667,-2
2015,1,2,8,30,37,0,37,36,466,93,83.01,0.14339999854564667,-1
2015,1,2,9,0,76,104,97,50,608,171,78.54,0.14339999854564667,0
2015,1,2,9,30,107,124,141,60,699,247,74.45,0.14339999854564667,0
2015,1,2,10,0,123,16,128,67,755,316,70.8,0.14339999854564667,1
2015,1,2,10,30,160,82,191,72,796,375,67.69,0.14339999854564667,1
2015,1,2,11,0,167,33,181,78,815,421,65.18,0.14339999854564667,2
2015,1,2,11,30,175,27,187,81,832,454,63.34,0.14339999854564667,2
2015,1,2,12,0,191,43,211,86,829,472,62.25,0.14339999854564667,3
2015,1,2,12,30,207,90,250,87,830,477,61.940000000000005,0.14339999854564667,3
2015,1,2,13,0,207,137,270,89,814,466,62.42,0.14339999854564667,3
2015,1,2,13,30,174,29,187,87,800,442,63.68,0.14339999854564667,3
2015,1,2,14,0,179,147,240,87,765,402,65.67,0.14339999854564667,3
2015,1,2,14,30,155,80,185,82,730,352,68.31,0.14339999854564667,2
2015,1,2,15,0,125,42,138,82,650,287,71.55,0.14339999854564667,2
2015,1,2,15,30,101,106,128,72,575,218,75.3,0.14339999854564667,1
2015,1,2,16,0,69,116,90,60,444,141,79.48,0.14339999854564667,0
2015,1,2,16,30,38,53,44,39,282,69,84.02,0.14339999854564667,0
2015,1,2,17,0,7,0,7,10,50,11,88.87,0.14339999854564667,0
2015,1,2,17,30,0,0,0,0,0,0,93.98,0.14339999854564667,0
2015,1,2,18,0,0,0,0,0,0,0,99.28,0.14339999854564667,0
2015,1,2,18,30,0,0,0,0,0,0,104.76,0.14339999854564667,0
2015,1,2,19,0,0,0,0,0,0,0,110.37,0.14339999854564667,0
2015,1,2,19,30,0,0,0,0,0,0,116.07000000000001,0.14339999854564667,0
2015,1,2,20,0,0,0,0,0,0,0,121.85000000000001,0.14339999854564667,0
2015,1,2,20,30,0,0,0,0,0,0,127.66,0.14339999854564667,0
2015,1,2,21,0,0,0,0,0,0,0,133.48,0.14339999854564667,-1
2015,1,2,21,30,0,0,0,0,0,0,139.25,0.14339999854564667,-1
2015,1,2,22,0,0,0,0,0,0,0,144.92000000000002,0.14339999854564667,-1
2015,1,2,22,30,0,0,0,0,0,0,150.37,0.14339999854564667,-1
2015,1,2,23,0,0,0,0,0,0,0,155.43,0.14339999854564667,-1
2015,1,2,23,30,0,0,0,0,0,0,159.77,0.14339999854564667,-1
2015,1,3,0,0,0,0,0,0,0,0,162.81,0.14339999854564667,-1
2015,1,3,0,30,0,0,0,0,0,0,163.78,0.14339999854564667,-1
2015,1,3,1,0,0,0,0,0,0,0,162.32,0.14339999854564667,-1
2015,1,3,1,30,0,0,0,0,0,0,158.95000000000002,0.14339999854564667,-1
2015,1,3,2,0,0,0,0,0,0,0,154.42000000000002,0.14339999854564667,-1
2015,1,3,2,30,0,0,0,0,0,0,149.26,0.14339999854564667,-1
2015,1,3,3,0,0,0,0,0,0,0,143.75,0.14339999854564667,-1
2015,1,3,3,30,0,0,0,0,0,0,138.05,0.14339999854564667,-1
2015,1,3,4,0,0,0,0,0,0,0,132.27,0.14339999854564667,-1
2015,1,3,4,30,0,0,0,0,0,0,126.45,0.14339999854564667,-1
2015,1,3,5,0,0,0,0,0,0,0,120.63,0.14339999854564667,-1
2015,1,3,5,30,0,0,0,0,0,0,114.87,0.14339999854564667,-1
2015,1,3,6,0,0,0,0,0,0,0,109.18,0.14339999854564667,-1
2015,1,3,6,30,0,0,0,0,0,0,103.59,0.14339999854564667,-1
2015,1,3,7,0,0,0,0,0,0,0,98.14,0.14339999854564667,-1
2015,1,3,7,30,0,0,0,0,0,0,92.87,0.14339999854564667,0
2015,1,3,8,0,6,0,6,17,106,21,87.81,0.14339999854564667,0
2015,1,3,8,30,24,0,24,44,322,83,83.01,0.14339999854564667,0
2015,1,3,9,0,74,31,80,64,473,158,78.53,0.14339999854564667,0
2015,1,3,9,30,100,19,105,78,574,232,74.43,0.14339999854564667,1
2015,1,3,10,0,132,50,149,87,650,301,70.77,0.14339999854564667,2
2015,1,3,10,30,150,33,163,94,699,360,67.64,0.14339999854564667,2
2015,1,3,11,0,179,72,210,96,746,410,65.12,0.14339999854564667,3
2015,1,3,11,30,200,142,264,98,768,444,63.27,0.14339999854564667,3
2015,1,3,12,0,203,73,237,84,833,473,62.17,0.14339999854564667,3
2015,1,3,12,30,179,19,188,85,837,480,61.85,0.14339999854564667,3
2015,1,3,13,0,199,65,230,82,840,473,62.32,0.14339999854564667,4
2015,1,3,13,30,101,0,101,81,828,450,63.56,0.14339999854564667,4
2015,1,3,14,0,175,67,203,79,802,412,65.54,0.14339999854564667,5
2015,1,3,14,30,75,769,361,75,769,361,68.18,0.14339999854564667,4
2015,1,3,15,0,75,693,296,75,693,296,71.41,0.14339999854564667,4
2015,1,3,15,30,66,620,225,66,620,225,75.16,0.14339999854564667,3
2015,1,3,16,0,20,0,20,59,464,145,79.34,0.14339999854564667,2
2015,1,3,16,30,39,303,71,39,303,71,83.88,0.14339999854564667,1
2015,1,3,17,0,12,0,12,11,59,12,88.73,0.14339999854564667,0
2015,1,3,17,30,0,0,0,0,0,0,93.83,0.14339999854564667,0
2015,1,3,18,0,0,0,0,0,0,0,99.14,0.8669000267982483,0
2015,1,3,18,30,0,0,0,0,0,0,104.62,0.8669000267982483,0
2015,1,3,19,0,0,0,0,0,0,0,110.22,0.8669000267982483,0
2015,1,3,19,30,0,0,0,0,0,0,115.93,0.8669000267982483,0
2015,1,3,20,0,0,0,0,0,0,0,121.71000000000001,0.8669000267982483,-1
2015,1,3,20,30,0,0,0,0,0,0,127.52,0.8669000267982483,-2
2015,1,3,21,0,0,0,0,0,0,0,133.34,0.8669000267982483,-4
2015,1,3,21,30,0,0,0,0,0,0,139.11,0.8669000267982483,-4
2015,1,3,22,0,0,0,0,0,0,0,144.77,0.8669000267982483,-5
2015,1,3,22,30,0,0,0,0,0,0,150.22,0.8669000267982483,-5
2015,1,3,23,0,0,0,0,0,0,0,155.29,0.8669000267982483,-6
2015,1,3,23,30,0,0,0,0,0,0,159.63,0.8669000267982483,-6
2015,1,4,0,0,0,0,0,0,0,0,162.68,0.8669000267982483,-7
2015,1,4,0,30,0,0,0,0,0,0,163.68,0.8669000267982483,-7
2015,1,4,1,0,0,0,0,0,0,0,162.27,0.8669000267982483,-8
2015,1,4,1,30,0,0,0,0,0,0,158.93,0.8669000267982483,-8
2015,1,4,2,0,0,0,0,0,0,0,154.43,0.8669000267982483,-9
2015,1,4,2,30,0,0,0,0,0,0,149.28,0.8669000267982483,-9
2015,1,4,3,0,0,0,0,0,0,0,143.78,0.8669000267982483,-10
2015,1,4,3,30,0,0,0,0,0,0,138.09,0.8669000267982483,-10
2015,1,4,4,0,0,0,0,0,0,0,132.3,0.8669000267982483,-11
2015,1,4,4,30,0,0,0,0,0,0,126.48,0.8669000267982483,-11
2015,1,4,5,0,0,0,0,0,0,0,120.67,0.8669000267982483,-11
2015,1,4,5,30,0,0,0,0,0,0,114.9,0.8669000267982483,-11
2015,1,4,6,0,0,0,0,0,0,0,109.2,0.8669000267982483,-12
2015,1,4,6,30,0,0,0,0,0,0,103.61,0.8669000267982483,-12
2015,1,4,7,0,0,0,0,0,0,0,98.16,0.8669000267982483,-12
2015,1,4,7,30,0,0,0,0,0,0,92.88,0.8669000267982483,-12
2015,1,4,8,0,15,343,28,15,343,28,87.81,0.8669000267982483,-12
2015,1,4,8,30,32,596,105,32,596,105,83.01,0.8669000267982483,-12
2015,1,4,9,0,44,742,192,44,742,192,78.52,0.8669000267982483,-12
2015,1,4,9,30,53,825,275,53,825,275,74.4,0.8669000267982483,-11
2015,1,4,10,0,59,881,350,59,881,350,70.74,0.8669000267982483,-10
2015,1,4,10,30,65,916,414,65,916,414,67.59,0.8669000267982483,-9
2015,1,4,11,0,68,940,465,68,940,465,65.06,0.8669000267982483,-9
2015,1,4,11,30,71,953,501,71,953,501,63.2,0.8669000267982483,-8
2015,1,4,12,0,79,947,523,79,947,523,62.08,0.8669000267982483,-8
2015,1,4,12,30,80,948,529,80,948,529,61.74,0.8669000267982483,-7
2015,1,4,13,0,79,943,519,79,943,519,62.2,0.8669000267982483,-7
2015,1,4,13,30,77,930,493,77,930,493,63.440000000000005,0.8669000267982483,-6
2015,1,4,14,0,73,911,452,73,911,452,65.41,0.8669000267982483,-6
2015,1,4,14,30,69,881,398,69,881,398,68.04,0.8669000267982483,-6
2015,1,4,15,0,63,836,332,63,836,332,71.27,0.8669000267982483,-6
2015,1,4,15,30,55,775,256,55,775,256,75.01,0.8669000267982483,-6
2015,1,4,16,0,46,673,172,46,673,172,79.19,0.8669000267982483,-7
2015,1,4,16,30,32,520,89,32,520,89,83.73,0.8669000267982483,-8
2015,1,4,17,0,12,230,18,12,230,18,88.58,0.8669000267982483,-9
2015,1,4,17,30,0,0,0,0,0,0,93.69,0.8669000267982483,-9
2015,1,4,18,0,0,0,0,0,0,0,98.99000000000001,0.8669000267982483,-10
2015,1,4,18,30,0,0,0,0,0,0,104.47,0.8669000267982483,-10
2015,1,4,19,0,0,0,0,0,0,0,110.08,0.8669000267982483,-10
2015,1,4,19,30,0,0,0,0,0,0,115.79,0.8669000267982483,-10
2015,1,4,20,0,0,0,0,0,0,0,121.56,0.8669000267982483,-11
2015,1,4,20,30,0,0,0,0,0,0,127.38000000000001,0.8669000267982483,-11
2015,1,4,21,0,0,0,0,0,0,0,133.19,0.8669000267982483,-11
2015,1,4,21,30,0,0,0,0,0,0,138.96,0.8669000267982483,-11
2015,1,4,22,0,0,0,0,0,0,0,144.63,0.8669000267982483,-11
2015,1,4,22,30,0,0,0,0,0,0,150.08,0.8669000267982483,-11
2015,1,4,23,0,0,0,0,0,0,0,155.14000000000001,0.8669000267982483,-11
2015,1,4,23,30,0,0,0,0,0,0,159.49,0.8669000267982483,-11
2015,1,5,0,0,0,0,0,0,0,0,162.55,0.8669000267982483,-11
2015,1,5,0,30,0,0,0,0,0,0,163.58,0.8669000267982483,-11
2015,1,5,1,0,0,0,0,0,0,0,162.21,0.8669000267982483,-11
2015,1,5,1,30,0,0,0,0,0,0,158.91,0.8669000267982483,-11
2015,1,5,2,0,0,0,0,0,0,0,154.42000000000002,0.8669000267982483,-11
2015,1,5,2,30,0,0,0,0,0,0,149.29,0.8669000267982483,-11
2015,1,5,3,0,0,0,0,0,0,0,143.8,0.8669000267982483,-11
2015,1,5,3,30,0,0,0,0,0,0,138.11,0.8669000267982483,-11
2015,1,5,4,0,0,0,0,0,0,0,132.33,0.8669000267982483,-11
2015,1,5,4,30,0,0,0,0,0,0,126.51,0.8669000267982483,-11
2015,1,5,5,0,0,0,0,0,0,0,120.69,0.8669000267982483,-11
2015,1,5,5,30,0,0,0,0,0,0,114.92,0.8669000267982483,-11
2015,1,5,6,0,0,0,0,0,0,0,109.22,0.8669000267982483,-11
2015,1,5,6,30,0,0,0,0,0,0,103.63,0.8669000267982483,-11
2015,1,5,7,0,0,0,0,0,0,0,98.17,0.8669000267982483,-12
2015,1,5,7,30,0,0,0,0,0,0,92.89,0.8669000267982483,-11
2015,1,5,8,0,18,0,18,16,239,25,87.81,0.8669000267982483,-11
2015,1,5,8,30,40,246,70,37,491,96,82.99,0.8669000267982483,-10
2015,1,5,9,0,68,288,125,50,648,179,78.49,0.8669000267982483,-10
2015,1,5,9,30,95,312,180,61,739,260,74.37,0.8669000267982483,-9
2015,1,5,10,0,112,397,244,68,803,334,70.69,0.8669000267982483,-8
2015,1,5,10,30,127,447,298,75,843,397,67.54,0.8669000267982483,-7
2015,1,5,11,0,158,382,319,79,871,448,64.98,0.8669000267982483,-7
2015,1,5,11,30,150,491,373,83,888,484,63.11,0.8669000267982483,-6
2015,1,5,12,0,172,431,374,111,822,498,61.980000000000004,0.8669000267982483,-5
2015,1,5,12,30,175,428,379,112,824,504,61.63,0.8669000267982483,-4
2015,1,5,13,0,151,521,395,100,848,498,62.08,0.8669000267982483,-4
2015,1,5,13,30,176,354,336,98,834,473,63.31,0.8669000267982483,-4
2015,1,5,14,0,124,544,352,87,833,435,65.27,0.8669000267982483,-4
2015,1,5,14,30,139,358,274,81,801,383,67.9,0.8669000267982483,-3
2015,1,5,15,0,122,300,219,70,771,320,71.12,0.8669000267982483,-3
2015,1,5,15,30,71,503,202,61,707,246,74.86,0.8669000267982483,-3
2015,1,5,16,0,59,368,129,48,623,166,79.04,0.8669000267982483,-3
2015,1,5,16,30,39,246,66,33,470,85,83.58,0.8669000267982483,-3
2015,1,5,17,0,14,0,14,12,214,18,88.43,0.8669000267982483,-3
2015,1,5,17,30,0,0,0,0,0,0,93.53,0.8669000267982483,-3
2015,1,5,18,0,0,0,0,0,0,0,98.84,0.14339999854564667,-3
2015,1,5,18,30,0,0,0,0,0,0,104.32000000000001,0.14339999854564667,-2
2015,1,5,19,0,0,0,0,0,0,0,109.93,0.14339999854564667,-2
2015,1,5,19,30,0,0,0,0,0,0,115.64,0.14339999854564667,-2
2015,1,5,20,0,0,0,0,0,0,0,121.41,0.14339999854564667,-2
2015,1,5,20,30,0,0,0,0,0,0,127.23,0.14339999854564667,-2
2015,1,5,21,0,0,0,0,0,0,0,133.04,0.14339999854564667,-2
2015,1,5,21,30,0,0,0,0,0,0,138.81,0.14339999854564667,-2
2015,1,5,22,0,0,0,0,0,0,0,144.48,0.14339999854564667,-2
2015,1,5,22,30,0,0,0,0,0,0,149.92000000000002,0.14339999854564667,-2
2015,1,5,23,0,0,0,0,0,0,0,154.98,0.14339999854564667,-3
2015,1,5,23,30,0,0,0,0,0,0,159.33,0.14339999854564667,-3
2015,1,6,0,0,0,0,0,0,0,0,162.41,0.14339999854564667,-3
2015,1,6,0,30,0,0,0,0,0,0,163.47,0.14339999854564667,-3
2015,1,6,1,0,0,0,0,0,0,0,162.14000000000001,0.14339999854564667,-3
2015,1,6,1,30,0,0,0,0,0,0,158.87,0.14339999854564667,-4
2015,1,6,2,0,0,0,0,0,0,0,154.41,0.14339999854564667,-5
2015,1,6,2,30,0,0,0,0,0,0,149.29,0.14339999854564667,-6
2015,1,6,3,0,0,0,0,0,0,0,143.81,0.14339999854564667,-7
2015,1,6,3,30,0,0,0,0,0,0,138.13,0.14339999854564667,-7
2015,1,6,4,0,0,0,0,0,0,0,132.35,0.14339999854564667,-8
2015,1,6,4,30,0,0,0,0,0,0,126.53,0.14339999854564667,-8
2015,1,6,5,0,0,0,0,0,0,0,120.72,0.14339999854564667,-8
2015,1,6,5,30,0,0,0,0,0,0,114.94,0.14339999854564667,-8
2015,1,6,6,0,0,0,0,0,0,0,109.24000000000001,0.14339999854564667,-9
2015,1,6,6,30,0,0,0,0,0,0,103.64,0.14339999854564667,-9
2015,1,6,7,0,0,0,0,0,0,0,98.18,0.14339999854564667,-9
2015,1,6,7,30,0,0,0,0,0,0,92.88,0.14339999854564667,-9
2015,1,6,8,0,13,0,13,16,241,25,87.8,0.14339999854564667,-9
2015,1,6,8,30,43,55,50,34,493,94,82.98,0.14339999854564667,-8
2015,1,6,9,0,76,86,93,47,633,173,78.47,0.14339999854564667,-8
2015,1,6,9,30,106,178,155,55,723,251,74.33,0.14339999854564667,-7
2015,1,6,10,0,118,357,236,61,783,321,70.64,0.14339999854564667,-7
2015,1,6,10,30,160,217,243,66,824,382,67.47,0.14339999854564667,-6
2015,1,6,11,0,164,346,311,69,851,431,64.91,0.14339999854564667,-6
2015,1,6,11,30,177,361,341,72,869,466,63.02,0.14339999854564667,-5
2015,1,6,12,0,171,436,377,83,845,482,61.870000000000005,0.14339999854564667,-5
2015,1,6,12,30,175,430,381,84,847,488,61.51,0.14339999854564667,-4
2015,1,6,13,0,185,362,356,80,852,481,61.95,0.14339999854564667,-4
2015,1,6,13,30,156,463,365,78,839,457,63.17,0.14339999854564667,-3
2015,1,6,14,0,142,461,336,72,828,421,65.12,0.14339999854564667,-3
2015,1,6,14,30,115,507,307,69,796,370,67.75,0.14339999854564667,-3
2015,1,6,15,0,101,459,251,62,757,309,70.97,0.14339999854564667,-3
2015,1,6,15,30,55,693,238,55,693,238,74.71000000000001,0.14339999854564667,-3
2015,1,6,16,0,61,345,128,46,600,162,78.88,0.14339999854564667,-3
2015,1,6,16,30,39,242,66,33,448,84,83.42,0.14339999854564667,-3
2015,1,6,17,0,15,0,15,13,184,19,88.27,0.14339999854564667,-4
2015,1,6,17,30,0,0,0,0,0,0,93.38,0.14339999854564667,-4
2015,1,6,18,0,0,0,0,0,0,0,98.69,0.8669000267982483,-5
2015,1,6,18,30,0,0,0,0,0,0,104.17,0.8669000267982483,-5
2015,1,6,19,0,0,0,0,0,0,0,109.78,0.8669000267982483,-5
2015,1,6,19,30,0,0,0,0,0,0,115.49000000000001,0.8669000267982483,-5
2015,1,6,20,0,0,0,0,0,0,0,121.26,0.8669000267982483,-5
2015,1,6,20,30,0,0,0,0,0,0,127.08,0.8669000267982483,-5
2015,1,6,21,0,0,0,0,0,0,0,132.89000000000001,0.8669000267982483,-6
2015,1,6,21,30,0,0,0,0,0,0,138.66,0.8669000267982483,-6
2015,1,6,22,0,0,0,0,0,0,0,144.32,0.8669000267982483,-6
2015,1,6,22,30,0,0,0,0,0,0,149.77,0.8669000267982483,-6
2015,1,6,23,0,0,0,0,0,0,0,154.83,0.8669000267982483,-7
2015,1,6,23,30,0,0,0,0,0,0,159.18,0.8669000267982483,-7
2015,1,7,0,0,0,0,0,0,0,0,162.26,0.8669000267982483,-8
2015,1,7,0,30,0,0,0,0,0,0,163.35,0.8669000267982483,-8
2015,1,7,1,0,0,0,0,0,0,0,162.06,0.8669000267982483,-9
2015,1,7,1,30,0,0,0,0,0,0,158.83,0.8669000267982483,-9
2015,1,7,2,0,0,0,0,0,0,0,154.4,0.8669000267982483,-9
2015,1,7,2,30,0,0,0,0,0,0,149.29,0.8669000267982483,-9
2015,1,7,3,0,0,0,0,0,0,0,143.82,0.8669000267982483,-10
2015,1,7,3,30,0,0,0,0,0,0,138.15,0.8669000267982483,-10
2015,1,7,4,0,0,0,0,0,0,0,132.37,0.8669000267982483,-11
2015,1,7,4,30,0,0,0,0,0,0,126.55,0.8669000267982483,-11
2015,1,7,5,0,0,0,0,0,0,0,120.73,0.8669000267982483,-12
2015,1,7,5,30,0,0,0,0,0,0,114.96000000000001,0.8669000267982483,-12
2015,1,7,6,0,0,0,0,0,0,0,109.25,0.8669000267982483,-12
2015,1,7,6,30,0,0,0,0,0,0,103.65,0.8669000267982483,-12
2015,1,7,7,0,0,0,0,0,0,0,98.18,0.8669000267982483,-13
2015,1,7,7,30,0,0,0,0,0,0,92.88,0.8669000267982483,-13
2015,1,7,8,0,7,0,7,16,334,29,87.78,0.8669000267982483,-13
2015,1,7,8,30,29,0,29,33,594,106,82.95,0.8669000267982483,-13
2015,1,7,9,0,75,50,85,46,744,195,78.43,0.8669000267982483,-13
2015,1,7,9,30,55,836,282,55,836,282,74.28,0.8669000267982483,-12
2015,1,7,10,0,62,902,362,62,902,362,70.58,0.8669000267982483,-12
2015,1,7,10,30,68,944,431,68,944,431,67.4,0.8669000267982483,-12
2015,1,7,11,0,72,974,486,72,974,486,64.82000000000001,0.8669000267982483,-12
2015,1,7,11,30,75,992,526,75,992,526,62.92,0.8669000267982483,-11
2015,1,7,12,0,74,1006,550,74,1006,550,61.76,0.8669000267982483,-11
2015,1,7,12,30,75,1009,558,75,1009,558,61.38,0.8669000267982483,-10
2015,1,7,13,0,75,1006,550,75,1006,550,61.81,0.8669000267982483,-10
2015,1,7,13,30,73,997,525,73,997,525,63.02,0.8669000267982483,-10
2015,1,7,14,0,70,979,485,70,979,485,64.97,0.8669000267982483,-10
2015,1,7,14,30,66,954,430,66,954,430,67.59,0.8669000267982483,-10
2015,1,7,15,0,62,912,362,62,912,362,70.81,0.8669000267982483,-10
2015,1,7,15,30,55,856,283,55,856,283,74.55,0.8669000267982483,-10
2015,1,7,16,0,45,769,196,45,769,196,78.72,0.8669000267982483,-11
2015,1,7,16,30,33,629,106,33,629,106,83.26,0.8669000267982483,-12
2015,1,7,17,0,15,357,26,15,357,26,88.11,0.8669000267982483,-13
2015,1,7,17,30,0,0,0,0,0,0,93.22,0.8669000267982483,-13
2015,1,7,18,0,0,0,0,0,0,0,98.53,0.8669000267982483,-14
2015,1,7,18,30,0,0,0,0,0,0,104.01,0.8669000267982483,-14
2015,1,7,19,0,0,0,0,0,0,0,109.62,0.8669000267982483,-14
2015,1,7,19,30,0,0,0,0,0,0,115.33,0.8669000267982483,-14
2015,1,7,20,0,0,0,0,0,0,0,121.11,0.8669000267982483,-15
2015,1,7,20,30,0,0,0,0,0,0,126.93,0.8669000267982483,-15
2015,1,7,21,0,0,0,0,0,0,0,132.74,0.8669000267982483,-15
2015,1,7,21,30,0,0,0,0,0,0,138.51,0.8669000267982483,-15
2015,1,7,22,0,0,0,0,0,0,0,144.17000000000002,0.8669000267982483,-16
2015,1,7,22,30,0,0,0,0,0,0,149.61,0.8669000267982483,-16
2015,1,7,23,0,0,0,0,0,0,0,154.67000000000002,0.8669000267982483,-16
2015,1,7,23,30,0,0,0,0,0,0,159.01,0.8669000267982483,-16
2015,1,8,0,0,0,0,0,0,0,0,162.11,0.8669000267982483,-16
2015,1,8,0,30,0,0,0,0,0,0,163.22,0.8669000267982483,-16
2015,1,8,1,0,0,0,0,0,0,0,161.97,0.8669000267982483,-16
